ISIN;PAYS_RISQUE;CATEG_ISSUER;RATING;NIV_SENIORITE;ISSUER;NIV_SUBORDINATION;CATEGORIE_1;CATEGORIE_2;CATEGORIE_3;MATURITE;MATURITE_CALL;NAME;CPN;FRQ;ISSUER_DATE;INDICE;DATE_ACHAT;YIELD_ACHAT;SUB_DATE_RBST;SUBORD;BASE_INDICE;FLOATER;MONETAIRE
FR0010138487;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;22/12/2016;22/12/2016;ACAFP 4 12/22/16;4;4;22/03/2005;;25/08/2014;1;22/12/2016;Y;0;0;0
FR0010163444;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;28/02/2017;28/02/2017;ACAFP 3.9 02/28/17;3.9;4;28/05/2005;;25/08/2014;1;28/02/2017;Y;0;0;0
FR0010289082;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;03/03/2018;03/06/2015;ACAFP 4 03/03/18;4;4;03/06/2006;;25/08/2014;1;03/06/2015;Y;0;0;0
FR0010456384;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;30/04/2019;30/04/2019;ACAFP 4.3 04/30/19;4.3;4;30/07/2007;;25/08/2014;1;30/04/2019;;0;0;0
XS0334417978;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;13/12/2017;13/12/2017;ACAFP 4.95 12/13/17;4.95;1;13/12/2008;;25/08/2014;1;13/12/2017;;0;0;0
IT0004953417;Italie;poche_obligation;9;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;01/03/2024;;BTPS 4.5  03/2024;4.5;2;01/09/2013;;01/03/2015;;;;0;0;0
FR0012596179;France;Corporate;9;;RCI Banque;;poche_obligations;Obligations_credit;Obligations_credit;04/03/2020;;RCI 0.625  03/2020;0.625;1;04/03/2016;;27/02/2015;0.666000009;;;0;0;0
XS0343877451;France;Finance;9;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;01/02/2018;01/02/2018;ACAFP 5.971 02/01/18;5.971;1;01/02/2009;;25/08/2014;1;01/02/2018;Y;0;0;0
FR0010694166;France;Finance;9;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;19/12/2018;19/12/2018;ACAFP 6.867 12/19/18;6.867;1;19/12/2009;;25/08/2014;1;19/12/2018;Y;0;0;0
FR0010706606;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;29/01/2017;29/01/2017;ACAFP 0 01/29/17;0;1;01/01/1950;;25/08/2014;1;29/01/2017;;0;0;0
XS0432092137;France;Finance;9;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;11/06/2019;11/06/2019;ACAFP 5 7/8 06/11/19;5.875;1;11/06/2010;;25/08/2014;1;11/06/2019;Y;0;0;0
XS0844529049;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;18/10/2017;18/10/2017;ACAFP 1 7/8 10/18/17;1.875;1;18/10/2013;;25/08/2014;1;18/10/2017;;0;0;0
XS0901338706;France;Finance;6;;Crédit Agricole;;poche_obligations;Obligations_credit;Obligations_credit;12/03/2018;12/03/2018;ACAFP 1 3/4 03/12/18;1.75;1;12/03/2014;;25/08/2014;1;12/03/2018;;0;0;0
XS0970840095;Italie;Corporate;10;;ACEA SPA;;poche_obligations;Obligations_credit;Obligations_credit;12/09/2018;12/09/2018;ACEIM 3 3/4 09/12/18;3.75;1;12/09/2014;;25/08/2014;1;12/09/2018;;0;0;0
FR0011274026;France;Corporate;10;;ACCOR SA;;poche_obligations;Obligations_credit;Obligations_credit;19/06/2017;19/06/2017;ACFP 2 7/8 06/19/17;2.875;1;19/06/2013;;25/08/2014;1;19/06/2017;;0;0;0
FR0011452291;France;Corporate;10;;ACCOR SA;;poche_obligations;Obligations_credit;Obligations_credit;21/03/2019;21/03/2019;ACFP 2 1/2 03/21/19;2.5;1;21/03/2014;;25/08/2014;1;21/03/2019;;0;0;0
XS0878195584;Hollande;Finance;6;;ACHMEA BANK NV;;poche_obligations;Obligations_credit;Obligations_credit;23/01/2018;23/01/2018;ACHMEA 2 01/23/18;2;1;23/01/2014;;25/08/2014;1;23/01/2018;;0;0;0
XS0616395199;Suisse;Corporate;8;;ADECCO INT FINANCIAL SVS;;poche_obligations;Obligations_credit;Obligations_credit;13/04/2018;13/04/2018;ADENVX 4 3/4 04/13/18;4.75;1;13/04/2012;;25/08/2014;1;13/04/2018;;0;0;0
XS0953093308;Suisse;Corporate;8;;ADECCO INT FINANCIAL SVS;;poche_obligations;Obligations_credit;Obligations_credit;15/11/2019;15/11/2019;ADENVX 2 3/4 11/15/19;2.75;1;15/11/2013;;25/08/2014;1;15/11/2019;;0;0;0
FR0011266519;France;Corporate;5;;AEROPORTS DE PARIS;;poche_obligations;Obligations_credit;Obligations_credit;11/06/2019;11/06/2019;ADPFP 2 3/8 06/11/19;2.375;1;11/06/2013;;25/08/2014;1;11/06/2019;;0;0;0
XS0805452405;Hollande;Finance;7;;AEGON NV;;poche_obligations;Obligations_credit;Obligations_credit;18/07/2017;18/07/2017;AEGON 3 07/18/17;3;1;18/07/2013;;25/08/2014;1;18/07/2017;;0;0;0
XS0463509959;Italie;Corporate;9;;A2A SPA;;poche_obligations;Obligations_credit;Obligations_credit;02/11/2016;02/11/2016;AEMSPA 4 1/2 11/02/16;4.5;1;02/11/2010;;25/08/2014;1;02/11/2016;;0;0;0
XS0859920406;Italie;Corporate;9;;A2A SPA;;poche_obligations;Obligations_credit;Obligations_credit;28/11/2019;28/11/2019;AEMSPA 4 1/2 11/28/19;4.5;1;28/11/2013;;25/08/2014;1;28/11/2019;;0;0;0
FR0010500744;France;Corporate;5;;AIR LIQUIDE SA;;poche_obligations;Obligations_credit;Obligations_credit;18/07/2017;18/07/2017;AIFP 5 1/4 07/18/17;5.25;1;18/07/2008;;25/08/2014;1;18/07/2017;;0;0;0
FR0010948257;France;Corporate;5;;AIR LIQUIDE SA;;poche_obligations;Obligations_credit;Obligations_credit;12/10/2018;12/10/2018;AIFP 2.908 10/12/18;2.908;1;12/10/2011;;25/08/2014;1;12/10/2018;;0;0;0
FR0011521277;France;Corporate;5;;AIR LIQUIDE SA;;poche_obligations;Obligations_credit;Obligations_credit;17/06/2019;17/06/2019;AIFP 1 1/2 06/17/19;1.5;1;17/06/2014;;25/08/2014;1;17/06/2019;;0;0;0
XS0252366702;USA;Finance;7;;AMERICAN INTL GROUP;;poche_obligations;Obligations_credit;Obligations_credit;26/04/2016;26/04/2016;AIG 4 3/8 04/26/16;4.375;1;26/04/2007;;25/08/2014;1;26/04/2016;;0;0;0
XS0291642154;USA;Finance;9;;AMERICAN INTL GROUP;;poche_obligations;Obligations_credit;Obligations_credit;15/03/2067;15/03/2017;AIG 4 7/8 03/15/67;4.875;1;15/03/2008;;25/08/2014;1;15/03/2017;Y;0;0;0
XS0307512722;USA;Finance;7;;AMERICAN INTL GROUP;;poche_obligations;Obligations_credit;Obligations_credit;26/06/2017;26/06/2017;AIG 5 06/26/17;5;1;26/06/2008;;25/08/2014;1;26/06/2017;;0;0;0
XS0176914579;France;Corporate;6;;Airbus;;poche_obligations;Obligations_credit;Obligations_credit;25/09/2018;25/09/2018;AIRFP 5 1/2 09/25/18;5.5;1;25/09/2004;;25/08/2014;1;25/09/2018;;0;0;0
XS0445463887;France;Corporate;6;;AIRBUS GROUP FINANCE BV;;poche_obligations;Obligations_credit;Obligations_credit;12/08/2016;12/08/2016;AIRFP 4 5/8 08/12/16;4.625;1;12/08/2010;;25/08/2014;1;12/08/2016;;0;0;0
FR0010955559;France;Corporate;9;;ARKEMA;;poche_obligations;Obligations_credit;Obligations_credit;25/10/2017;25/10/2017;AKEFP 4 10/25/17;4;1;25/10/2011;;25/08/2014;1;25/10/2017;;0;0;0
XS0979035572;Finlande;Finance;7;;AKTIA BANK PLC;;poche_obligations;Obligations_credit;Obligations_credit;09/10/2017;09/10/2017;AKTIA 1 3/4 10/09/17;1.75;1;09/10/2014;;25/08/2014;1;09/10/2017;;0;0;0
XS0719962986;Hollande;Corporate;8;;AKZO NOBEL NV;;poche_obligations;Obligations_credit;Obligations_credit;17/12/2018;17/12/2018;AKZANA 4 12/17/18;4;1;17/12/2012;;25/08/2014;1;17/12/2018;;0;0;0
XS0942756445;France;Finance;9;;ALD INTERNATIONAL;;poche_obligations;Obligations_credit;Obligations_credit;13/06/2016;13/06/2016;ALDINT 1 7/8 06/13/16;1.875;1;13/06/2014;;25/08/2014;1;13/06/2016;;0;0;0
XS0997374847;France;Finance;9;;ALD INTERNATIONAL;;poche_obligations;Obligations_credit;Obligations_credit;26/05/2017;26/05/2017;ALDINT 2 05/26/17;2;1;26/05/2014;;25/08/2014;1;26/05/2017;;0;0;0
XS1174814415;France;Finance;9;;ALD INTERNATIONAL;;poche_obligations;Obligations_credit;Obligations_credit;26/01/2018;26/01/2018;ALDINT 0 3/4 01/26/18;0.75;1;26/01/2016;;25/08/2014;1;26/01/2018;;0;0;0
XS0208469923;Hollande;Corporate;4;;ALLIANDER NV;;poche_obligations;Obligations_credit;Obligations_credit;17/12/2019;17/12/2019;ALLRNV 4 1/2 12/17/19;4.5;1;17/12/2005;;25/08/2014;1;17/12/2019;;0;0;0
XS0423530350;Hollande;Corporate;4;;ALLIANDER NV;;poche_obligations;Obligations_credit;Obligations_credit;20/04/2016;20/04/2016;ALLRNV 5 1/2 04/20/16;5.5;1;20/04/2010;;25/08/2014;1;20/04/2016;;0;0;0
XS0997535520;Hollande;Corporate;6;;ALLIANDER NV;;poche_obligations;Obligations_credit;Obligations_credit;25/08/2087;27/11/2018;ALLRNV 3 1/4 11/29/49;3.25;1;27/11/2014;;25/08/2014;1;27/11/2018;Y;0;0;0
FR0010850701;France;Corporate;10;;ALSTOM SA;;poche_obligations;Obligations_credit;Obligations_credit;01/02/2017;01/02/2017;ALOFP 4 1/8 02/01/17;4.125;1;01/02/2011;;25/08/2014;1;01/02/2017;;0;0;0
FR0010948240;France;Corporate;10;;ALSTOM SA;;poche_obligations;Obligations_credit;Obligations_credit;05/10/2018;05/10/2018;ALOFP 3 5/8 10/05/18;3.625;1;05/10/2011;;25/08/2014;1;05/10/2018;;0;0;0
FR0011193531;France;Corporate;10;;ALSTOM SA;;poche_obligations;Obligations_credit;Obligations_credit;02/03/2016;02/03/2016;ALOFP 3 7/8 03/02/16;3.875;1;02/03/2013;;25/08/2014;1;02/03/2016;;0;0;0
FR0011342740;France;Corporate;10;;ALSTOM SA;;poche_obligations;Obligations_credit;Obligations_credit;11/10/2017;11/10/2017;ALOFP 2 1/4 10/11/17;2.25;1;11/10/2013;;25/08/2014;1;11/10/2017;;0;0;0
FR0011531631;France;Corporate;10;;ALSTOM SA;;poche_obligations;Obligations_credit;Obligations_credit;08/07/2019;08/07/2019;ALOFP 3 07/08/19;3;1;08/07/2014;;25/08/2014;1;08/07/2019;;0;0;0
XS0211637839;Allemagne;Finance;5;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;25/08/2087;17/02/2017;ALVGR 4 3/8 12/29/49;4.375;1;17/02/2006;;25/08/2014;1;17/02/2017;Y;0;0;0
XS0275880267;Allemagne;Finance;3;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;23/11/2016;23/11/2016;ALVGR 4 11/23/16;4;1;23/11/2007;;25/08/2014;1;23/11/2016;;0;0;0
XS0405475509;Allemagne;Finance;5;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;17/12/2018;17/12/2018;ALVGR 5.26 12/17/18;5.26;1;17/12/2009;;25/08/2014;1;17/12/2018;;0;0;0
XS0406076843;Allemagne;Finance;5;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;18/12/2018;18/12/2018;ALVGR 5.352 12/18/18;5.352;1;18/12/2009;;25/08/2014;1;18/12/2018;;0;0;0
DE000A1AKHB8;Allemagne;Finance;5;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;22/07/2019;22/07/2019;ALVGR 4 3/4 07/22/19;4.75;1;22/07/2010;;25/08/2014;1;22/07/2019;;0;0;0
XS0718961534;Allemagne;Finance;5;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;17/12/2018;17/12/2018;ALVGR 3.58 12/17/18;3.58;1;17/12/2012;;25/08/2014;1;17/12/2018;;0;0;0
DE000A1HG1J8;Allemagne;Finance;3;;Allianz;;poche_obligations;Obligations_credit;Obligations_credit;13/03/2018;13/03/2018;ALVGR 1 3/8 03/13/18;1.375;1;13/03/2014;;25/08/2014;1;13/03/2018;;0;0;0
XS0604462704;Autre;Corporate;9;;AMCOR LTD;;poche_obligations;Obligations_credit;Obligations_credit;16/04/2019;16/04/2019;AMCAU 4 5/8 04/16/19;4.625;1;16/04/2012;;25/08/2014;1;16/04/2019;;0;0;0
XS0710090928;USA;Corporate;6;;AMGEN INC;;poche_obligations;Obligations_credit;Obligations_credit;05/12/2018;05/12/2018;AMGN 4 3/8 12/05/18;4.375;1;05/12/2012;;25/08/2014;1;05/12/2018;;0;0;0
XS0829317832;USA;Corporate;6;;AMGEN INC;;poche_obligations;Obligations_credit;Obligations_credit;13/09/2019;13/09/2019;AMGN 2 1/8 09/13/19;2.125;1;13/09/2013;;25/08/2014;1;13/09/2019;;0;0;0
XS1146627473;Espagne;Corporate;9;;Amadeus;;poche_obligations;Obligations_credit;Obligations_credit;02/12/2017;02/12/2017;AMSSM 0 5/8 12/02/17;0.625;1;02/12/2015;;25/08/2014;1;02/12/2017;;0;0;0
XS0519903743;Autre;Corporate;7;;AMERICA MOVIL SAB DE CV;;poche_obligations;Obligations_credit;Obligations_credit;28/06/2017;28/06/2017;AMXLMM 3 3/4 06/28/17;3.75;1;28/06/2011;;25/08/2014;1;28/06/2017;;0;0;0
XS0699618863;Autre;Corporate;7;;AMERICA MOVIL SAB DE CV;;poche_obligations;Obligations_credit;Obligations_credit;25/10/2019;25/10/2019;AMXLMM 4 1/8 10/25/19;4.125;1;25/10/2012;;25/08/2014;1;25/10/2019;;0;0;0
XS0969340768;Autre;Corporate;9;;AMERICA MOVIL SAB DE CV;;poche_obligations;Obligations_credit;Obligations_credit;06/09/2073;06/09/2018;AMXLMM 5 1/8 09/06/73;5.125;1;06/09/2014;;25/08/2014;1;06/09/2018;Y;0;0;0
XS1074479384;Autre;Corporate;7;;AMERICA MOVIL SAB DE CV;;poche_obligations;Obligations_credit;Obligations_credit;04/06/2018;04/06/2018;AMXLMM 1 06/04/18;1;1;04/06/2015;;25/08/2014;1;04/06/2018;;0;0;0
XS0605521185;UK;Finance;6;;HSBC;;poche_obligations;Obligations_credit;Obligations_credit;16/03/2016;16/03/2016;HSBC 3 7/8 03/16/16;3.875;1;16/03/2012;;25/08/2014;1;16/03/2016;;0;0;0
DE000A1HNTJ5;Allemagne;Finance;8;;DEUTSCHE ANN FIN BV;;poche_obligations;Obligations_credit;Obligations_credit;25/07/2016;25/07/2016;ANNGR 2 1/8 07/25/16;2.125;1;25/07/2014;;25/08/2014;1;25/07/2016;;0;0;0
DE000A1HNW52;Allemagne;Finance;8;;DEUTSCHE ANN FIN BV;;poche_obligations;Obligations_credit;Obligations_credit;25/07/2019;25/07/2019;ANNGR 3 1/8 07/25/19;3.125;1;25/07/2014;;25/08/2014;1;25/07/2019;;0;0;0
XS0450880496;Autre;Finance;7;;AUST & NZ BANKING GROUP;;poche_obligations;Obligations_credit;Obligations_credit;10/09/2019;10/09/2019;ANZ 5 1/8 09/10/19;5.125;1;10/09/2010;;25/08/2014;1;10/09/2019;Y;0;0;0
XS0493543986;Autre;Finance;4;;AUST & NZ BANKING GROUP;;poche_obligations;Obligations_credit;Obligations_credit;10/03/2017;10/03/2017;ANZ 3 3/4 03/10/17;3.75;1;10/03/2011;;25/08/2014;1;10/03/2017;;0;0;0
XS0289185182;USA;Corporate;6;;AIR PRODUCTS & CHEMICALS;;poche_obligations;Obligations_credit;Obligations_credit;15/03/2017;15/03/2017;APD 4 5/8 03/15/17;4.625;1;15/03/2008;;25/08/2014;1;15/03/2017;;0;0;0
FR0010989111;France;Corporate;8;;APRR;;poche_obligations;Obligations_credit;Obligations_credit;12/01/2017;12/01/2017;ARRFP 5 01/12/17;5;1;12/01/2012;;25/08/2014;1;12/01/2017;;0;0;0
FR0011050764;France;Corporate;8;;APRR;;poche_obligations;Obligations_credit;Obligations_credit;21/01/2019;21/01/2019;ARRFP 4 7/8 01/21/19;4.875;1;21/01/2012;;25/08/2014;1;21/01/2019;;0;0;0
FR0011182930;France;Corporate;8;;APRR;;poche_obligations;Obligations_credit;Obligations_credit;18/01/2018;18/01/2018;ARRFP 5 1/8 01/18/18;5.125;1;18/01/2013;;25/08/2014;1;18/01/2018;;0;0;0
FR0011693001;France;Corporate;8;;APRR;;poche_obligations;Obligations_credit;Obligations_credit;16/01/2020;16/01/2020;ARRFP 2 1/4 01/16/20;2.25;1;16/01/2015;;25/08/2014;1;16/01/2020;;0;0;0
XS1014759648;Italie;Finance;18;;ASSICURAZIONI GENERALI;;poche_obligations;Obligations_credit;Obligations_credit;14/01/2020;14/01/2020;ASSGEN 2 7/8 01/14/20;2.875;1;14/01/2015;;25/08/2014;1;14/01/2020;;0;0;0
XS0757310270;Autre;Corporate;6;;ATLAS COPCO AB;;poche_obligations;Obligations_credit;Obligations_credit;15/03/2019;15/03/2019;ATCOA 2 5/8 03/15/19;2.625;1;15/03/2013;;25/08/2014;1;15/03/2019;;0;0;0
XS0427290357;Italie;Corporate;8;;ATLANTIA SPA;;poche_obligations;Obligations_credit;Obligations_credit;06/05/2016;06/05/2016;ATLIM 5 5/8 05/06/16;5.625;1;06/05/2010;;25/08/2014;1;06/05/2016;;0;0;0
XS0542522692;Italie;Corporate;8;;ATLANTIA SPA;;poche_obligations;Obligations_credit;Obligations_credit;18/09/2017;18/09/2017;ATLIM 3 3/8 09/18/17;3.375;1;18/09/2011;;25/08/2014;1;18/09/2017;;0;0;0
XS0744125302;Italie;Corporate;8;;ATLANTIA SPA;;poche_obligations;Obligations_credit;Obligations_credit;08/02/2019;08/02/2019;ATLIM 4 1/2 02/08/19;4.5;1;08/02/2013;;25/08/2014;1;08/02/2019;;0;0;0
IT0004869985;Italie;Corporate;8;;ATLANTIA SPA;;poche_obligations;Obligations_credit;Obligations_credit;30/11/2018;30/11/2018;ATLIM 3 5/8 11/30/18;3.625;1;30/11/2013;;25/08/2014;1;30/11/2018;;0;0;0
FR0010746008;France;Corporate;7;;Auchan;;poche_obligations;Obligations_credit;Obligations_credit;15/04/2019;15/04/2019;AUCHAN 6 04/15/19;6;1;15/04/2010;;25/08/2014;1;15/04/2019;;0;0;0
FR0010962134;France;Corporate;7;;Auchan;;poche_obligations;Obligations_credit;Obligations_credit;15/11/2017;15/11/2017;AUCHAN 2 7/8 11/15/17;2.875;1;15/11/2011;;25/08/2014;1;15/11/2017;;0;0;0
FR0011064500;France;Corporate;7;;Auchan;;poche_obligations;Obligations_credit;Obligations_credit;19/10/2018;19/10/2018;AUCHAN 3 5/8 10/19/18;3.625;1;19/10/2011;;25/08/2014;1;19/10/2018;;0;0;0
FR0011156017;France;Corporate;7;;Auchan;;poche_obligations;Obligations_credit;Obligations_credit;02/12/2016;02/12/2016;AUCHAN 3 12/02/16;3;1;02/12/2012;;25/08/2014;1;02/12/2016;;0;0;0
XS0364908375;UK;Finance;9;;Aviva;;poche_obligations;Obligations_credit;Obligations_credit;22/05/2038;22/05/2018;AVLN 6 7/8 05/22/38;6.875;1;22/05/2009;;25/08/2014;1;22/05/2018;Y;0;0;0
XS0260057285;France;Finance;10;;AXA;;poche_obligations;Obligations_credit;Obligations_credit;25/08/2087;06/07/2016;AXASA 5.777 07/29/49;5.777;1;06/07/2007;;25/08/2014;1;06/07/2016;Y;0;0;0
XS0267828308;USA;Finance;8;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;14/09/2018;14/09/2018;BAC 4 5/8 09/14/18;4.625;1;14/09/2007;;25/08/2014;1;14/09/2018;Y;0;0;0
XS0286040331;USA;Finance;8;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;07/02/2017;07/02/2017;BAC 4 5/8 02/07/17;4.625;1;07/02/2008;;25/08/2014;1;07/02/2017;Y;0;0;0
XS0433130456;USA;Finance;7;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;15/06/2016;15/06/2016;BAC 7 06/15/16;7;1;15/06/2010;;25/08/2014;1;15/06/2016;;0;0;0
XS0495891821;USA;Finance;7;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;03/04/2017;03/04/2017;BAC 4 3/4 04/03/17;4.75;1;03/04/2011;;25/08/2014;1;03/04/2017;;0;0;0
XS0530879658;USA;Finance;7;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;07/08/2017;07/08/2017;BAC 4 5/8 08/07/17;4.625;1;07/08/2011;;25/08/2014;1;07/08/2017;;0;0;0
XS1002977103;USA;Finance;7;;BANK_OF_AMERICA;;poche_obligations;Obligations_credit;Obligations_credit;10/01/2019;10/01/2019;BAC 1 7/8 01/10/19;1.875;1;10/01/2015;;25/08/2014;1;10/01/2019;;0;0;0
XS0881544281;Autriche;Finance;8;;Unicredit;;poche_obligations;Obligations_credit;Obligations_credit;30/01/2018;30/01/2018;BACA 2 5/8 01/30/18;2.625;1;30/01/2014;;25/08/2014;1;30/01/2018;;0;0;0
XS0996755350;Autriche;Finance;8;;Unicredit;;poche_obligations;Obligations_credit;Obligations_credit;27/05/2019;27/05/2019;BACA 2 1/2 05/27/19;2.5;1;27/05/2014;;25/08/2014;1;27/05/2019;;0;0;0
XS1090178846;Autriche;Finance;8;;Unicredit;;poche_obligations;Obligations_credit;Obligations_credit;24/07/2017;24/07/2017;BACA 0.943 07/24/17;0.943;1;24/07/2015;;25/08/2014;1;24/07/2017;;0;0;0
XS0342289575;UK;Finance;10;;Barclays;;poche_obligations;Obligations_credit;Obligations_credit;23/01/2018;23/01/2018;BACR 6 01/23/18;6;1;23/01/2009;;25/08/2014;1;23/01/2018;Y;0;0;0
XS0445843526;UK;Finance;6;;Barclays;;poche_obligations;Obligations_credit;Obligations_credit;13/08/2019;13/08/2019;BACR 4 7/8 08/13/19;4.875;1;13/08/2010;;25/08/2014;1;13/08/2019;;0;0;0
XS0479945353;UK;Finance;6;;Barclays;;poche_obligations;Obligations_credit;Obligations_credit;20/01/2017;20/01/2017;BACR 4 01/20/17;4;1;20/01/2011;;25/08/2014;1;20/01/2017;;0;0;0
XS0530193662;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;20/06/2018;20/06/2018;BACRED 3.8 06/20/18;3.8;1;20/06/2011;;25/08/2014;1;20/06/2018;;0;0;0
XS0615801742;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;11/10/2016;11/10/2016;BACRED 4 5/8 10/11/16;4.625;1;11/10/2011;;25/08/2014;1;11/10/2016;;0;0;0
XS0638550730;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;20/06/2016;20/06/2016;BACRED 0 06/20/16;0;1;01/01/1950;;25/08/2014;1;20/06/2016;;0;0;0
IT0004783046;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;12/12/2017;12/12/2017;BACRED 0 12/12/17;0;1;01/01/1950;;25/08/2014;1;12/12/2017;;0;0;0
IT0004955685;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;30/09/2018;30/09/2018;BACRED 2.3 09/30/18;2.3;1;30/09/2014;;25/08/2014;1;30/09/2018;;0;0;0
XS1137512312;Italie;Finance;10;;MEDIOBANCA;;poche_obligations;Obligations_credit;Obligations_credit;14/11/2017;14/11/2017;BACRED 0 7/8 11/14/17;0.875;1;14/11/2015;;25/08/2014;1;14/11/2017;;0;0;0
XS0955552178;Bresil;Finance;10;;BANCO DO BRASIL;;poche_obligations;Obligations_credit;Obligations_credit;25/07/2018;25/07/2018;BANBRA 3 3/4 07/25/18;3.75;1;25/07/2014;;25/08/2014;1;25/07/2018;;0;0;0
XS0170386998;Suisse;Corporate;18;;CIBA SPECIAL CHEM FIN LX;;poche_obligations;Obligations_credit;Obligations_credit;20/06/2018;20/06/2018;BASGR 4 7/8 06/20/18;4.875;1;20/06/2004;;25/08/2014;1;20/06/2018;;0;0;0
DE000A0JRFB0;Allemagne;Corporate;5;;BASF SE;;poche_obligations;Obligations_credit;Obligations_credit;29/06/2016;29/06/2016;BASGR 4 1/2 06/29/16;4.5;1;29/06/2007;;25/08/2014;1;29/06/2016;;0;0;0
XS0437957086;Allemagne;Corporate;5;;BASF SE;;poche_obligations;Obligations_credit;Obligations_credit;07/07/2017;07/07/2017;BASGR 4 5/8 07/07/17;4.625;1;07/07/2010;;25/08/2014;1;07/07/2017;;0;0;0
XS0836260975;Allemagne;Corporate;5;;BASF SE;;poche_obligations;Obligations_credit;Obligations_credit;01/10/2018;01/10/2018;BASGR 1 1/2 10/01/18;1.5;1;01/10/2013;;25/08/2014;1;01/10/2018;;0;0;0
XS1017828911;Allemagne;Corporate;5;;BASF SE;;poche_obligations;Obligations_credit;Obligations_credit;22/01/2019;22/01/2019;BASGR 1 3/8 01/22/19;1.375;1;22/01/2015;;25/08/2014;1;22/01/2019;;0;0;0
XS0307791698;UK;Corporate;7;;BAT INTL FINANCE PLC;;poche_obligations;Obligations_credit;Obligations_credit;29/06/2017;29/06/2017;BATSLN 5 3/8 06/29/17;5.375;1;25/02/2008;;25/08/2014;1;29/06/2017;;0;0;0
XS1023268490;Allemagne;Corporate;7;;BAYER AG;;poche_obligations;Obligations_credit;Obligations_credit;24/01/2018;24/01/2018;BAYNGR 1 1/8 01/24/18;1.125;1;24/01/2015;;25/08/2014;1;24/01/2018;;0;0;0
ES0213211107;Espagne;Finance;11;;BBVA;;poche_obligations;Obligations_credit;Obligations_credit;16/02/2022;16/02/2017;BBVASM 4 1/2 02/16/22;4.5;1;16/02/2008;;25/08/2014;1;16/02/2017;Y;0;0;0
XS0615986428;Espagne;Finance;9;;BBVA;;poche_obligations;Obligations_credit;Obligations_credit;15/04/2016;15/04/2016;BBVASM 4 7/8 04/15/16;4.875;1;15/04/2012;;25/08/2014;1;15/04/2016;;0;0;0
XS0901738392;Espagne;Finance;9;;BBVA;;poche_obligations;Obligations_credit;Obligations_credit;21/03/2016;21/03/2016;BBVASM 3 1/4 03/21/16;3.25;1;21/03/2014;;25/08/2014;1;21/03/2016;;0;0;0
XS1055241373;Espagne;Finance;11;;BBVA;;poche_obligations;Obligations_credit;Obligations_credit;11/04/2024;11/04/2019;BBVASM 3 1/2 04/11/24;3.5;1;11/04/2015;;25/08/2014;1;11/04/2019;Y;0;0;0
BE0932180103;Belgique;Corporate;6;;BELGACOM SA;;poche_obligations;Obligations_credit;Obligations_credit;23/11/2016;23/11/2016;BELGBB 4 3/8 11/23/16;4.375;1;23/11/2007;;25/08/2014;1;23/11/2016;;0;0;0
BE6215434620;Belgique;Corporate;6;;BELGACOM SA;;poche_obligations;Obligations_credit;Obligations_credit;07/02/2018;07/02/2018;BELGBB 3 7/8 02/07/18;3.875;1;07/02/2012;;25/08/2014;1;07/02/2018;;0;0;0
XS0268583993;Allemagne;Corporate;8;;BERTELSMANN SE & CO KGAA;;poche_obligations;Obligations_credit;Obligations_credit;26/09/2016;26/09/2016;BERTEL 4 3/4 09/26/16;4.75;1;26/09/2007;;25/08/2014;1;26/09/2016;;0;0;0
