ISIN;PAYS_RISQUE;CATEG_ISSUER;RATING;NIV_SENIORITE;ISSUER;NIV_SUBORDINATION;CATEGORIE_1;CATEGORIE_2;CATEGORIE_3;MATURITE;MATURITE_CALL;NAME;CPN;FRQ;ISSUER_DATE;INDICE;DATE_ACHAT;YIELD_ACHAT;SUB_DATE_RBST;SUBORD;BASE_INDICE;FLOATER;MONETAIRE
A10065;;;;;;;poche_obligations;poche_fct;poche_fct;;;;;;;;;;;;;0;0
FR0012938116;France;poche_obligation;3;;FRANCE (GOVT OF);NS;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/11/2025;26/02/2021;FRTR 1 11/25/25;1;1;25/11/2014;;26/10/2015;0.846000016;26/02/2021;;;0;0
LU0582530498;;;;;;;OPCVM_hors_europe;OPCVM_asie_emergents;OPCVM_Asie;;;;;;;;;;;;;0;0
DE0001102358;Allemagne;poche_obligation;1;0;BUNDESREPUB. DEUTSCHLAND;NS;poche_obligations;Obligations_govies;Obligations_govies_nominales;15/05/2024;26/02/2021;Bund 1.5% 15/05/24;1.5;1;15/05/2015;;06/10/2015;0.340000004;26/02/2021;;0;0;0
XS0993145084;USA;Corporate;8;0;AT&T;NS;poche_obligations;Obligations_credit;Obligations_credit;17/12/2021;17/09/2021;AT&T 2.65% 17/12/2021;2.65;1;17/12/2014;;08/12/2015;1.186100006;26/02/2021;;0;0;0
A10024;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10025;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10035;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10036;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10039;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10041;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10042;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10043;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10044;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10045;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10046;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10047;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10048;;;1;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
A10060;;;;;;;Alternatif;private;private;;;;;;01/01/1950;;;;;;0;0;0
AT0000386115;Autriche;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;15/07/2020;;BUND (AUT) 3.90% 15/07/20;3.9;1;15/07/2005;;;;;;0;0;0
AT0000A0U3T4;Autriche;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;22/11/2022;;REP OF AUSTRIA 3.4% 22/11/2022;3.4;1;22/11/2012;;;;;;0;0;0
AT0000A105W3;Autriche;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;20/10/2023;;REP OF AUSTRIA 1.75 20/10/2023;1.75;1;20/10/2014;;;;;;0;0;0
BE0000326356;Belgique;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;28/03/2032;;BGB 4 03/28/32;4;1;28/03/2013;;;;;;0;0;0
BE0933514839;France;Finance;9;;Fortis Bank;LT2;poche_obligations;Obligations_credit;Obligations_credit;04/10/2017;;FORTIS BANK 5,757% 1017;5.757;1;04/10/2008;;19/04/2012;4.909999847;04/10/2017;Y;0;0;0
BE0948490249;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;PETERCAM EQ. EUR CAP;;0;01/01/1950;;;;;;0;0;0
CH0011037469;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;SYNGENTA NAMEN;;0;01/01/1950;;;;;;0;0;0
CH0011075394;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ZURICH FINANCIAL SERVICES;;0;01/01/1950;;;;;;0;0;0
CH0012032048;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ROCHE HOLDING BJ;;0;01/01/1950;;;;;;0;0;0
CH0024899483;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;UBS AG REGISTERED;;0;01/01/1950;;;;;;0;0;0
CH0038863350;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;NESTLE SA-REG;;0;01/01/1950;;;;;;0;0;0
CH0043238366;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ARYZTA AG;;0;01/01/1950;;;;;;0;0;0
CH0210483332;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;CIE FINANCIERE RICHEMONT-REG;;0;01/01/1950;;;;;;0;0;0
CSL;;;;;;;monetaire;monetaire;monetaire;;;#N/A;;;01/01/1950;;;;;;0;0;0
DE0001030500;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_indexees;15/04/2016;;BUNDei 1.50% 04/2016;1.5;1;15/04/2007;CPTFEMU Index;;;;;100.88323;0;0
DE0001102325;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;15/08/2023;;BUND 2% 15/08/2023;2;1;15/08/2014;;;;;;0;0;0
DE0001134922;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/01/2024;;BUND 6.25% 04/01/2024;6.25;1;04/01/1995;;;;;;0;0;0
DE0001135044;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/07/2027;;BUND 6,50% 04/07/27;6.5;1;04/07/1998;;;;;;0;0;0
DE0001135069;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/01/2028;;BUND 5.625% 01/28;5.625;1;04/01/1999;;;;;;0;0;0
DE0001135226;Allemagne;poche_obligation;1;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/07/2034;;GERMANY 4,75% 04/07/34;4.75;1;04/07/2004;;13/07/2016;;;;0;0;0
DE0003933685;Allemagne;Finance;11;;Deutsche Bank;;poche_obligations;Obligations_credit;Obligations_credit;20/09/2016;20/12/2014;DEUTSCHE BANK EURIBOR 3M 04-20092016;0.882;4;20/12/2004;;21/02/2012;4.429999828;;;0;1;0
DE0005190003;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;BAYERISCHE MOTORENWERKE AG BMW;;0;01/01/1950;;;;;;0;0;0
DE0005785802;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;FRESENIUS MEDICAL CA;;0;01/01/1950;;;;;;0;0;0
DE0005934426;Allemagne;Finance;18;;Unicredit (ex HVB);;monetaire;monetaire;monetaire;05/02/2014;;HVB 6.00 % 02/14;6;1;05/02/2003;;;;;;0;0;0
DE0006483001;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;LINDE AG;;0;01/01/1950;;;;;;0;0;0
DE0007164600;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;SAP AG SYSTEME ANW;;0;01/01/1950;;;;;;0;0;0
DE0007236101;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;SIEMENS;;0;01/01/1950;;;;;;0;0;0
DE0008404005;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ALLIANZ AG;;0;01/01/1950;;;;;;0;0;0
DE000A0PM5F0;Allemagne;garantie;1;;KFW;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/01/2023;;KFW 4.625% 04/01/23;4.625;1;04/01/2008;;;;;;0;0;0
DE000A1EWEJ5;Allemagne;garantie;1;;KFW;;poche_obligations;Obligations_govies;Obligations_govies_nominales;18/01/2021;;KFW 3.375% 01/21;3.375;1;18/01/2012;;;;;;0;0;0
DE000A1EWWW0;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ADIDAS;;0;01/01/1950;;;;;;0;0;0
DE000A1GNAH1;Allemagne;Finance;6;;Allianz;NS;poche_obligations;Obligations_credit;Obligations_credit;08/07/2041;08/07/2021;ALLIANZ 5.75% 08/07/2041 SUB;5.75;1;08/07/2011;;17/07/2014;0;08/07/2021;Y;0;0;0
DE000BAY0017;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;BAYER AG;;0;01/01/1950;;;;;;0;0;0
DE000DB7XJB9;Allemagne;Finance;7;;Deutsche Bank;;poche_obligations;Obligations_credit;Obligations_credit;08/09/2021;;DB 1 1/4 09/08/21;1.25;1;08/09/2015;;11/09/2014;1.269999981;;;0;0;0
DE000ENAG999;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;E.ON AG;;0;01/01/1950;;;;;;0;0;0
DK0010181759;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;CARLSBERG AS-B;;0;01/01/1950;;;;;;0;0;0
DK0060102614;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;NOVO-NORDISK B;;0;01/01/1950;;;;;;0;0;0
ES0116870314;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;#N/A;;;01/01/1950;;;;;;0;0;0
ES0148396007;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;0;;;01/01/1950;;;;;;0;0;0
ES0211845252;Espagne;Corporate;8;;Abertis;;poche_obligations;Obligations_credit;Obligations_credit;25/10/2019;;ABERTIS 4.75% 25/10/2019;4.75;1;25/10/2013;;14/02/2014;2.369999886;;;0;0;0
ES0314950660;Espagne;garantie;18;;Bankia;;monetaire;monetaire;monetaire;30/11/2013;;CJ MADR 3.875% 11/13;3.875;1;30/11/2011;;;;;;0;0;0
ES0413211782;Espagne;Finance;5;;BBVA;;poche_obligations;Obligations_credit;Obligations_credit;05/12/2017;;BANCO BILBAO VIZCAYA ARG. 3.5% 05/12/17;3.5;1;05/12/2013;;;;;;0;0;0
ES0413900186;Espagne;Finance;18;;Banco Santander;;monetaire;monetaire;monetaire;27/05/2014;;SCH 3,875% 27/05/14       *EUR;3.875;1;27/05/2010;;;;;;0;0;0
ES0413900251;Espagne;Finance;5;;Banco Santander;;poche_obligations;Obligations_credit;Obligations_credit;21/06/2016;;BCO SANT 4,625% 0616;4.625;1;21/06/2012;;24/05/2011;3.660000086;;;0;0;1
ES0413900327;Espagne;Finance;3;;Banco Santander;;poche_obligations;Obligations_credit;Obligations_credit;30/01/2018;;BANCO SANTANDER 2.875% 30/01/2018;2.875;1;30/01/2014;;21/01/2013;2.99000001;;;0;0;0
EU000A1GN002;Union européenne;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/04/2018;;UNION EUROPEENNE 3.25% 04/04/18;3.25;1;04/04/2012;;;;;;0;0;0
EU000A1GRVV3;Union européenne;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/06/2021;;EUROPEAN UNION 3,5% 04/06/2021;3.5;1;04/06/2012;;;;;;0;0;0
EU000A1GVJX6;Union européenne;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;21/09/2021;;UNION EUR 2.75%09/21;2.75;1;21/09/2012;;;;;;0;0;0
EU000A1GVVF8;Union européenne;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;04/09/2026;;UNION EUR 3% 09/26;3;1;04/09/2012;;;;;;0;0;0
EURO;;;;;;;Cash;Cash;Cash;;;#N/A;;;01/01/1950;;;;;;0;0;0
FR0000008674;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;FIDELITY EUROPE;;0;01/01/1950;;;;;;0;0;0
FR0000051732;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;ATOS ORIGIN;;0;01/01/1950;;;;;;0;0;0
FR0000073298;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;#N/A;;;01/01/1950;;;;;;0;0;0
FR0000120164;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;CGG VERITAS;;0;01/01/1950;;;;;;0;0;0
FR0000120172;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;CARREFOUR;;0;01/01/1950;;;;;;0;0;0
FR0000120537;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;#N/A;;;01/01/1950;;;;;;0;0;0
FR0000120578;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;SANOFI-AVENTIS;;0;01/01/1950;;;;;;0;0;0
FR0000120628;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;AXA;;0;01/01/1950;;;;;;0;0;0
FR0000120693;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;PERNOD RICARD;;0;01/01/1950;;;;;;0;0;0
FR0000121014;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;LVMH;;0;01/01/1950;;;;;;0;0;0
FR0000121261;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;MICHELIN;;0;01/01/1950;;;;;;0;0;0
FR0000125486;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;VINCI;;0;01/01/1950;;;;;;0;0;0
FR0000130338;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;VALEO;;0;01/01/1950;;;;;;0;0;0
FR0000130577;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;PUBLICIS GROUPE SA;;0;01/01/1950;;;;;;0;0;0
FR0000131104;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;BNP PARIBAS;;0;01/01/1950;;;;;;0;0;0
FR0000131708;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;TECHNIP;;0;01/01/1950;;;;;;0;0;0
FR0000180994;France;Finance;9;;AXA;;poche_obligations;Obligations_credit;Obligations_credit;01/01/2017;;AXA 3,75% 01/01/17 CV DIRTY;3.75;1;01/01/2001;;;;;;0;0;0
XS06TEST0003;France;Corporate;10;;AATEST;;poche_obligations;Depot_a_terme;Depot_a_terme;;;;;;01/01/1950;;;;;;0;0;0
FR0000187635;France;poche_obligation;2;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/10/2032;;OAT 5.75% 25/10/2032;5.75;1;25/10/2001;;16/12/2004;;;;0;0;0
FR0000188021;;;18;;Crédit Agricole;;monetaire;monetaire;monetaire;15/11/2013;;CT AGRIC. 5.10% 2013;5.1;4;15/02/2002;;;;;;0;0;0
FR0000188799;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_indexees;25/07/2032;;OATei  3.15% 07/2032;3.15;1;25/07/2003;CPTFEMU Index;24/10/2002;;;;94.83337;0;0
FR0000291239;;;;;;;monetaire;monetaire;monetaire;;;CPR CASH P;;0;01/01/1950;;;;;;0;0;0
FR0000474421;France;Finance;;;CNP;;poche_obligations;Obligations_credit;Obligations_credit;16/05/2023;;CNP ASS. TF/TV 05/23;0;1;16/05/2004;;;;;;0;1;0
FR0000492076;France;Finance;18;;AXA;;monetaire;monetaire;monetaire;01/01/2014;;AXA 2.50% 01/01/14 CV DIRTY;2.5;1;01/01/2000;;;;;;0;0;0
FR0000941312;;;;;;;poche_obligations;OPCVM_Credit;OPCVM_Credit;;;UBAM CONVERT EUROPE;0;1;01/01/1950;;;;;;0;0;0
FR0007017686;;;;;;;OPCVM_hors_europe;OPCVM_asie_emergents;OPCVM_Asie;;;ARIANE ASIE FCP;;0;01/01/1950;;;;;;0;0;0
FR0007036520;;;;;;;OPCVM_hors_europe;OPCVM_USA;OPCVM_USA;;;EOLE ACTIONS US FCP;;0;01/01/1950;;;;;;0;0;0
FR0007074364;;;;;;;OPCVM_hors_europe;OPCVM_USA;OPCVM_USA;;;CARAVELLE ACTIONS US;;0;01/01/1950;;;;;;0;0;0
FR0007078811;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;METROPOLE SELECTION A EUR;;;01/01/1950;;;;;;0;0;0
FR0007435920;;;;;;;monetaire;monetaire;monetaire;;;AMUNDI TRESO EONIA;;0;01/01/1950;;;;;;0;0;0
FR0007449531;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;ALLIANCE OBC B FCP;;0;01/01/1950;;;;;;0;0;0
FR0007449533;;;;;;;Alternatif;private;private;;;ALLIANCE OBC A FCP;;0;01/01/1950;;;;;;0;0;0
FR0007477088;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;SATURNE EUROPE FCP;;0;01/01/1950;;;;;;0;0;0
FR0007482179;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;ICARE FCP;;0;01/01/1950;;;;;;0;0;0
FR0010015982;France;Finance;8;;BFCM;;poche_obligations;Obligations_credit;Obligations_credit;30/09/2015;;BANQUE FED CRED MUTUEL 5% 03-30092015;5;1;30/09/2004;;;;;;0;0;0
FR0010016477;;;;;;;Alternatif;hedge;hedge;;;DEXIA INDEX ARBITRAGE;;0;01/01/1950;;;;;;0;0;0
FR0010070060;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/04/2035;;OAT 4.75% 25/04/2035;4.75;1;25/04/2004;;;;;;0;0;0
FR0010076190;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;BELUGA;;0;01/01/1950;;;;;;0;0;0
FR0010083527;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;MOUSQUETAIRE;;0;01/01/1950;;;;;;0;0;0
FR0010117366;France;Finance;12;;BPCE;T1;poche_obligations;Obligations_credit;Obligations_credit;29/07/2049;30/07/2015;CNCEP 4.625%TF/TV 15;4.625;1;30/07/2005;;19/09/2006;4.800000191;30/07/2015;Y;0;0;0
FR0010136382;France;Finance;12;;Société Générale;T1;poche_obligations;Obligations_credit;Obligations_credit;29/01/2049;26/01/2015;SG 4.196% 26/01/15;4.196;1;26/01/2006;;26/11/2009;10.80000019;26/01/2015;Y;0;0;0
FR0010137893;;;;;;;Alternatif;hedge;hedge;;;ZEPHYR;;0;01/01/1950;;;;;;0;0;0
FR0010175844;France;Finance;2;;Dexia (CAFFIL);;poche_obligations;Obligations_credit;Obligations_credit;24/03/2020;;DEXIA TV 24/03/20;0;1;24/03/2006;;19/07/2006;0;;;0;1;0
FR0010176206;;;;;;;OPCVM_hors_europe;OPCVM_asie_emergents;OPCVM_Asie;;;COLIBRI;;0;01/01/1950;;;;;;0;0;0
FR0010178558;France;Finance;8;;Macif;;poche_obligations;Obligations_credit;Obligations_credit;29/04/2049;20/07/2015;MACIF 4.625% 07/2015;4.625;1;20/07/2005;;07/04/2005;4.670000076;20/07/2015;;0;1;0
FR0010192997;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/04/2021;;OAT 3.75% 25/04/2021;3.75;1;25/04/2006;;;;;;0;0;0
FR0010208751;France;Finance;18;;Groupama;;poche_obligations;Obligations_credit;Obligations_credit;29/07/2049;06/07/2015;GRPAMA TF/TV TSR;4.375;1;06/07/2006;;;;;;0;0;0
FR0010221234;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;EUTELSAT;;0;01/01/1950;;;;;;0;0;0
FR0010251660;;;;;;;monetaire;monetaire;monetaire;;;CAAM TRESO CORPORATE;;0;01/01/1950;;;;;;0;0;0
FR0010281568;;;;;;;poche_obligations;OPCVM_Credit;OPCVM_Credit;;;NOAM EUROPE CV I;0;1;01/01/1950;;;;;;0;0;0
FR0010301713;France;Finance;7;;Credit Logement;T1;poche_obligations;Obligations_credit;Obligations_credit;29/03/2049;16/12/2014;CRDT LOGMT TF/TV 03/;1.232;4;16/03/2007;;01/03/2006;4.599999905;29/03/2049;Y;0;1;0
FR0010312124;;;;;;;OPCVM_hors_europe;OPCVM_asie_emergents;OPCVM_Asie;;;LYXOR ASIA PA EXJ;;0;01/01/1950;;;;;;0;0;0
FR0010337667;;;;;;;monetaire;monetaire;monetaire;;;BNP PAR CASH INV I;;0;01/01/1950;;;;;;0;0;0
FR0010348052;France;Corporate;5;;Agence Fr de Develop;UT2;poche_obligations;Obligations_credit;Obligations_credit;20/01/2017;20/07/2016;Agence Francaise Develop. 4.615% 07/2049;4.615;1;20/07/2007;;06/03/2014;2;20/01/2017;Y;0;0;0
FR0010355784;;;;;;;Alternatif;private;private;;;CAPENERGIE A;;0;01/01/1950;;;;;;0;0;0
FR0010371609;;;;;;;poche_obligations;OPCVM_Credit;OPCVM_Credit;;;ALLIANZ EURO HIGH YIELD;0;1;01/01/1950;;;;;;0;0;0
FR0010449264;France;Corporate;8;;Michelin;;poche_obligations;Obligations_credit;Obligations_credit;01/01/2017;;MICHELIN 0% CV 01/01/17;0;1;01/01/1950;ML FP Equity;28/03/2012;3.480000019;;;1.39565226;0;1
FR0010506956;;;;;;;poche_actions_europe;OPCVM_actions_europe;EMTN_Europe;07/01/2015;;EMTN ESTX CAL 250712;0;0;01/01/1950;;;;;;0;0;0
FR0010619890;;;;;;;OPCVM_hors_europe;OPCVM_USA;OPCVM_USA;;;NATIXIS ACTIONS US;;0;01/01/1950;;;;;;0;0;0
FR0010714196;France;Corporate;18;;Vivendi;;monetaire;monetaire;monetaire;23/01/2014;;VIVENDI 7.75% 01/14;7.75;1;23/01/2010;;;;;;0;0;0
FR0010725499;;;;;;;poche_obligations;OPCVM_Credit;OPCVM_Credit;;;CPR CONVEXITE C;0;1;01/01/1950;;;;;;0;0;0
FR0010745141;;;;;;;Alternatif;hedge;hedge;;;ALTIPRO III SP;;0;01/01/1950;;;;;;0;0;0
FR0010749598;France;Finance;18;;Groupe Crédit Mutuel;;monetaire;monetaire;monetaire;22/04/2014;;CFCM 5.375% 22/04/2014;5.375;1;22/04/2010;;;;;;0;0;0
FR0010815464;France;Finance;18;;Groupama;;poche_obligations;Obligations_credit;Obligations_credit;27/10/2039;27/10/2019;GROUPAMA 7.875%10/19;7.875;1;27/10/2010;;;;;;0;0;0
FR0010820217;France;Corporate;18;;Havas;;poche_obligations;Obligations_credit;Obligations_credit;04/11/2014;;HAVAS 5.5% 11/14;5.5;1;04/11/2010;;;;;;0;0;0
FR0010829705;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;BEST BUSINESS MODELS;;0;01/01/1950;;;;;;0;0;0
FR0010840066;;;;;;;Alternatif;private;private;;;ANTIN I. PARTNERS A2;;0;01/01/1950;;;;;;0;0;0
FR0010840082;;;;;;;Alternatif;private;private;;;ANTIN I. PARTNERS B2;;0;01/01/1950;;;;;;0;0;0
FR0010850032;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_indexees;25/07/2019;;OATi 1.30 25/07/19;1.3;1;25/07/2010;FRCPXTOB Index;;;;;118.13935;0;0
FR0010884833;;;;;;;Alternatif;private;private;;;CAPENERGIE II A;;0;01/01/1950;;;;;;0;0;0
FR0010884841;;;;;;;Alternatif;private;private;;;CAPENERGIE II B;;0;01/01/1950;;;;;;0;0;0
FR0010899765;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_indexees;25/07/2022;;OATei 1,10% 25/07/22;1.1;1;25/07/2010;CPTFEMU Index;;;;;108.08645;0;0
FR0010908533;;;;;;;poche_actions_europe;poche_actions_europe_GD;GD_actions_europe_hors_trackers;;;EDENRED;;0;01/01/1950;;;;;;0;0;0
FR0010916924;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/04/2026;;OAT 3.50% 25/04/2026;3.5;1;25/04/2011;;;;;;0;0;0
FR0010930685;;;;;;;poche_actions_europe;OPCVM_actions_europe;OPCVM_Europe;;;GREAT EUROPEAN MODEL;;0;01/01/1950;;;;;;0;0;0
FR0010941484;France;Finance;8;;CNP;NS;poche_obligations;Obligations_credit;Obligations_credit;14/09/2040;14/09/2020;CNP ASSUR 6.00%09/20;6;1;14/09/2011;;24/05/2011;0;14/09/2020;Y;0;0;0
FR0011057439;France;Corporate;18;;Iliad;;poche_obligations;Obligations_credit;Obligations_credit;01/06/2016;;ILIAD 4.875% 06/16;4.875;1;01/06/2012;;;;;;0;0;0
FR0011124601;France;Corporate;10;;Casino;;poche_obligations;Obligations_credit;Obligations_credit;04/04/2016;;CASINO 4,472% 04/04/2016;4.472;1;04/04/2012;;13/12/2011;4.429999828;;;0;0;0
FR0011257260;France;Corporate;18;;Bureau Veritas;;poche_obligations;Obligations_credit;Obligations_credit;24/05/2017;;BUREAU VERITAS 3,75% 0517;3.75;1;24/05/2013;;;;;;0;0;0
FR0011301480;France;Corporate;10;;Casino;;poche_obligations;Obligations_credit;Obligations_credit;06/08/2019;;CASINO 3.157% 06/08/2019;3.157;1;06/08/2013;;26/02/2014;2;;;0;0;0
FR0011317783;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_nominales;25/10/2027;;O.A.T 2.75% 25/10/2027;2.75;1;25/10/2012;;19/04/2013;;;;0;0;0
FR0011321926;France;Corporate;5;;RTE;;poche_obligations;Obligations_credit;Obligations_credit;20/09/2019;;RTE EDF 2,125% 0912-200912;2.125;1;20/09/2013;;27/08/2013;1.820000052;;;0;0;0
FR0011363423;;;;;;;OPCVM_hors_europe;OPCVM_USA;OPCVM_USA;;;LYXOR ETF MSCI USA;;0;01/01/1950;;;;;;0;0;0
FR0011425883;;;;;;;OPCVM_hors_europe;OPCVM_USA;OPCVM_USA;;;US CONCORD;;0;01/01/1950;;;;;;0;0;0
FR0011427848;France;poche_obligation;3;;;;poche_obligations;Obligations_govies;Obligations_govies_indexees;25/07/2024;;OATei 0,25% 07/25/24;0.25;1;25/07/2013;CPTFEMU Index;21/02/2013;;;;115.42065;0;0
FR0011485051;France;Corporate;5;;LVMH;;poche_obligations;Obligations_credit;Obligations_credit;04/11/2019;;MCFP 1 1/4 11/04/19;1.25;1;04/11/2014;;06/09/2013;1.730000019;;;0;0;0
FR0011502830;France;Corporate;18;;Plastic Omnium;;poche_obligations;Obligations_credit;Obligations_credit;29/05/2020;;PLASTIC OMNIUM 2,875% 29/05/20;2.875;1;29/05/2014;;17/04/2014;2.589999914;;;0;0;0
FR0011531730;France;Corporate;8;;ENGIE;NS;poche_obligations;Obligations_credit;Obligations_credit;10/07/2021;10/07/2021;GDF SUEZ 4.75% PERP;4.75;1;10/07/2014;;15/04/2014;0;10/07/2021;Y;0;0;0
FR0011536614;France;Corporate;9;;Vivendi;;poche_obligations;Obligations_credit;Obligations_credit;21/01/2019;;VIVENDI 2.375 21/01/2019;2.375;1;21/01/2014;;21/08/2013;2.349999905;;;0;0;0
FR0011560986;France;Corporate;12;;Areva;;poche_obligations;Obligations_credit;Obligations_credit;04/09/2020;;AREVA 3,25% 04/09/2020;3.25;1;04/09/2014;;21/03/2014;2.619999886;04/09/2020;;0;0;0
