1;poche_fct
2;Obligations_govies
3;OPCVM_asie_emergents
4;Obligations_credit
5;private
6;OPCVM_actions_europe
7;poche_actions_europe_GD
8;monetaire
9;Cash
10;Depot_a_terme
11;OPCVM_Credit
12;OPCVM_USA
13;hedge
14;poche_obligations
