1;France
2;Allemagne
3;USA
4;Autriche
5;Belgique
6;Espagne
7;Union européenne
8;Italie
9;Hollande
10;UK
11;Danemark
12;Russie
13;Portugal
14;Bresil
15;Finlande
16;Suisse
17;Autre
18;Irelande
